SID,Department,Hall_Status,Male_Female,Attendance,ClassText,Cgpa,Total_Credit_Completed,Status
10329,4,1,1,0.9824561403508774,0.7127192982456138,2.971064814814815,162
10330,5,0,1,0.6658730158730158,0.6222222222222221,2.7765625,160
10334,5,0,1,0.8224637681159417,0.5922101449275361,3.0984848484848486,132
10337,5,1,0,1.0051724137931033,0.8620689655172413,3.5609375,160
10338,5,0,1,0.8700000000000003,0.72125,3.18046875,160
10339,5,1,1,0.9698275862068966,0.7127155172413793,2.84375,160
10340,5,1,1,0.9816666666666668,0.6541666666666669,3.12421875,160
10343,1,0,1,0.9307692307692308,0.7166666666666665,3.6598101265822787,158
10344,5,0,1,0.9992647058823529,0.6290441176470587,3.022286821705426,129
10347,5,1,1,0.9560344827586206,0.8857758620689656,3.49375,160
10348,7,0,1,0.9539130434782609,0.7199130434782608,3.214622641509434,159
10349,1,0,1,0.9974358974358974,0.7846153846153845,3.545886075949367,158
10350,5,1,1,0.9800000000000001,0.7679166666666665,3.30390625,160
10351,6,1,1,0.7144067796610171,0.7186440677966104,3.36328125,160
10352,1,0,1,0.9564102564102566,0.8335470085470085,3.5316455696202533,158
10353,2,1,0,1.0,0.8420258620689656,3.69609375,160
10354,5,1,1,0.9258333333333332,0.6816666666666665,3.1796875,160
10356,11,1,1,0.5983193277310924,0.7549579831932773,3.323757763975155,161
10357,4,1,1,0.9787401574803152,0.7905511811023624,3.3777006172839505,162
10358,1,1,1,0.953846153846154,0.8192307692307692,3.6764240506329116,158
10359,2,0,1,0.9724137931034482,0.7590517241379311,3.615234375,160
10360,2,1,1,0.9767241379310344,0.8224137931034484,3.610546875,160
10361,4,0,1,0.9976377952755906,0.8251968503937009,3.5987654320987654,162
10363,4,1,1,0.5280821917808222,0.5219178082191782,3.0511775362318843,138
10365,2,1,1,0.992,0.8223999999999998,3.662422839506173,162
10367,1,1,1,0.9769230769230769,0.9206410256410258,3.8876582278481013,158
10368,9,1,1,0.6690058479532164,0.5125730994152047,2.216666666666667,135
10369,11,1,1,0.9539130434782607,0.7749999999999999,3.2104037267080745,161
10370,2,0,1,0.9750000000000001,0.8706896551724137,3.8609375,160
10371,1,0,1,0.93,0.7804166666666668,3.6574367088607596,158
10372,10,1,0,0.8670588235294117,0.6776470588235295,3.007236842105263,190
10373,5,1,0,0.9025,0.7279166666666668,3.034375,160
10374,5,0,1,0.8301587301587301,0.6626984126984128,3.175324675324675,154
10375,10,0,0,0.516831683168317,0.4398514851485149,2.5925675675675675,185
10376,8,0,1,0.9754385964912282,0.869736842105263,3.7072981366459627,161
10377,7,0,1,0.9939130434782609,0.77,3.3419811320754715,159
10378,2,1,1,0.9896551724137931,0.9357758620689655,3.82265625,160
10379,8,1,1,0.8102362204724409,0.65,3.0927152317880795,151
10381,2,0,0,1.0357142857142858,0.8745535714285716,3.76796875,160
10382,7,1,1,0.9895652173913044,0.8299999999999998,3.5809748427672954,159
10383,4,1,1,0.9796747967479676,0.6626016260162602,2.986496913580247,162
10384,7,1,1,0.9521739130434781,0.7330434782608696,3.0966981132075473,159
10385,5,1,1,0.9541666666666668,0.8470833333333334,3.703125,160
10386,4,0,1,0.9921259842519685,0.7657480314960632,3.424382716049383,162
10395,2,1,1,0.7779310344827587,0.5403448275862069,2.784235668789809,157
