SID,Male_Female,Cgpa,Total_Credit_Completed,Result_status
5227,M,3,160
5228,M,3,158
5229,M,3,160
5230,M,4,158
5231,M,4,162
5233,F,3,160
5234,M,3,159
5235,M,4,137
5236,M,4,158
5237,M,4,158
5238,M,4,158
5239,F,4,158
5240,M,4,158
5241,M,4,158
5242,M,3,158
5243,M,3,152
5244,M,3,158
5245,M,4,158
5247,M,4,158
5249,M,4,158
5250,M,4,158
5251,M,3,160
5255,M,0,0
5256,M,2,2
5293,M,4,160
5294,M,3,160
5295,M,3,162
5296,M,3,162
5297,M,3,162
5298,F,3,155
5299,M,3,162
5300,M,4,158
5365,F,3,160
5366,M,3,160
5369,M,3,160
5378,M,3,136
5379,M,4,158
5380,M,3,161
5381,M,2,149
5384,M,3,153
5385,F,4,159
5387,M,3,158
5388,M,4,158
5389,M,3,133
5391,M,3,158
5403,M,2,139
5511,M,3,159
5512,M,3,156
5513,M,3,159
5514,M,3,159
5515,M,3,159
5516,M,3,150
5521,M,4,158
5522,M,3,159
5565,M,3,158
5566,M,3,158
5567,M,3,155
5573,M,4,160
5574,M,4,160
5575,F,3,160
5576,F,3,160
5577,M,3,160
5581,M,4,161
5598,M,3,162
5602,M,3,162
5604,M,3,161
5605,F,3,161
5606,M,3,162
5607,M,3,158
5608,M,3,162
5610,M,4,158
5633,M,3,141
5712,M,3,153
5716,M,4,158
5717,M,3,162
5718,M,3,162
5719,M,3,161
5723,M,3,159
5724,M,4,159
5725,M,4,160
5727,F,3,155
5732,M,4,158
5734,M,3,156
5735,M,4,162
5736,M,3,158
5740,F,3,155
5741,M,4,158
5742,M,3,138
5743,M,3,160
5744,M,3,158
5745,M,3,160
5746,M,3,160
5747,M,3,139
5748,M,3,160
5749,M,4,160
5750,M,3,160
5751,M,3,158
5752,M,4,160
5753,M,3,160
5754,M,4,160
5755,M,3,160
5756,M,3,160
5757,F,4,160
5758,M,3,160
5759,M,3,160
5768,M,4,160
5769,M,3,160
5805,M,4,158
5806,M,4,158
5807,M,4,158
5808,M,4,158
5811,M,4,159
5812,M,4,158
5813,M,4,160
5814,M,3,154
5815,M,3,162
5832,M,4,162
5837,M,4,158
5847,M,3,162
5852,M,4,158
5855,M,3,188
5858,M,4,160
5868,M,4,158
5873,M,3,155
5875,M,4,158
5877,F,3,149
5878,M,2,149
5879,M,3,162
5881,M,3,161
5886,F,3,158
5888,M,4,161
5889,F,3,145
5892,M,4,160
5912,M,3,160
5913,M,3,160
5920,M,3,162
5921,M,3,160
5922,M,3,160
5925,M,3,160
5926,M,3,160
5927,M,3,140
5928,M,3,160
5929,M,4,158
5930,M,4,158
5931,M,4,158
5932,M,3,158
5933,M,3,158
5934,M,4,158
5935,M,4,158
5936,F,3,158
5937,M,4,158
5938,M,3,146
5939,M,4,158
5940,M,4,158
5941,M,3,162
5942,M,3,162
5943,M,3,162
5944,M,3,162
5945,F,4,162
5961,F,4,161
5962,M,3,162
5977,M,3,159
5978,M,4,162
5979,M,4,162
5980,M,3,162
5981,M,3,158
5983,M,3,162
5984,M,4,162
5985,M,3,152
5986,M,3,162
5987,M,3,149
5995,M,3,160
5996,M,3,162
5997,M,4,160
5998,M,3,160
6000,F,4,159
6004,M,3,155
6015,M,4,161
6031,F,3,153
6033,M,4,158
6034,M,3,154
6035,M,3,160
6036,M,3,150
6037,M,4,160
6038,M,3,160
6039,F,4,160
6040,M,3,153
6041,M,4,160
6042,M,4,160
6043,M,3,160
6044,M,3,160
6045,F,4,160
6048,F,3,147
6050,M,3,158
6051,F,3,155
6052,M,3,145
6053,M,3,135
6055,M,3,156
6056,F,4,159
6057,F,3,159
6058,M,3,159
6095,F,3,155
6096,F,3,155
6097,M,3,155
6098,M,3,168
6099,F,3,153
6107,F,3,155
6180,M,3,162
6182,M,3,161
6185,M,4,161
6186,M,4,158
6187,F,3,167
6188,M,4,158
6189,M,4,158
6190,M,4,158
6191,M,4,158
6192,M,3,159
6193,M,3,160
6194,M,3,159
6195,F,3,160
6197,M,3,159
6199,M,3,151
6202,M,3,159
6205,M,4,158
6208,M,3,159
6209,M,3,159
6210,M,4,161
6211,F,4,161
6212,F,4,161
6213,M,4,161
6214,M,4,161
6215,M,3,161
6217,F,3,161
6218,M,3,161
6219,F,4,161
6220,M,4,161
6221,M,3,161
6222,M,4,160
6223,M,4,160
6224,M,3,160
6225,M,4,160
6226,M,4,158
6227,M,4,158
6228,M,4,158
6230,M,4,158
6231,M,4,158
6232,M,4,158
6233,M,4,158
6247,M,4,158
6248,M,4,158
6249,M,3,156
6250,M,4,160
6251,M,3,160
6252,M,4,160
6254,M,3,160
6255,M,4,160
6256,M,4,158
6257,M,3,158
6258,F,3,151
6259,M,3,143
6260,M,3,155
6261,M,3,139
6262,M,3,147
6273,M,3,158
6274,M,3,162
6275,M,3,159
6276,M,3,160
6277,F,4,161
6283,M,2,162
6295,M,4,162
6298,F,4,160
6303,M,3,162
6304,M,4,160
6307,F,3,161
6308,M,4,162
6314,M,3,160
6315,M,3,158
6316,M,4,160
6319,M,3,149
6320,M,3,160
6321,M,3,161
6323,M,3,160
6324,M,3,154
6328,M,3,156
6335,M,4,158
6336,M,3,158
6338,M,4,158
6339,M,4,158
6340,M,3,158
6341,F,4,161
6342,M,3,160
6343,M,3,159
6344,F,3,161
6345,M,3,160
6346,M,4,161
6348,M,4,162
6349,M,4,162
6350,M,4,162
6351,M,4,162
6352,M,3,161
6353,M,4,162
6354,M,3,162
6355,M,3,162
6356,M,3,162
6357,M,3,162
6358,F,4,162
6359,M,3,168
6360,M,4,162
6362,M,3,144
6363,F,3,141
6365,F,3,151
6366,F,3,151
6367,F,3,151
6369,M,3,151
6370,M,4,158
6372,M,3,158
6373,M,4,158
6374,M,3,143
6375,M,4,158
6376,M,4,158
6377,M,4,158
6378,M,3,146
6379,M,4,158
6380,F,3,158
6381,M,4,158
6382,M,3,158
6384,M,3,162
6389,F,4,161
6397,M,3,184
6400,M,3,160
6404,M,4,158
6405,F,4,160
6424,F,4,159
6425,M,3,161
6427,M,3,161
6429,M,3,162
6430,M,4,162
6431,M,3,158
6436,M,4,158
6443,M,3,161
6447,M,3,160
6448,M,4,162
6449,M,3,161
6456,M,4,160
6458,M,4,160
6459,F,3,142
6460,M,4,158
6461,M,4,158
6462,F,4,158
6463,M,3,158
6464,M,4,158
6465,M,4,158
6466,M,3,158
6467,M,3,158
6468,M,3,162
6469,M,3,139
6470,M,3,153
6472,M,3,135
6473,M,4,162
6474,M,3,162
6475,M,3,162
6476,M,4,162
6477,M,3,162
6478,M,3,162
6479,M,3,162
6480,M,3,162
6481,M,3,162
6482,M,4,158
6483,M,3,158
6484,M,4,162
6485,M,3,161
6487,F,4,162
6488,M,3,162
6489,M,4,162
6490,M,4,162
6491,M,4,162
6492,M,4,162
6493,F,4,162
6494,M,3,162
6495,M,3,162
6497,M,3,162
6498,M,4,162
6499,M,3,162
6500,M,4,162
6501,M,3,162
6502,M,3,162
6503,M,4,162
6504,M,4,162
6505,M,4,162
6506,M,3,162
6507,M,4,139
6508,M,3,160
6509,M,4,160
6510,M,3,153
6511,M,4,161
6512,M,3,158
6523,M,3,190
6551,M,2,149
6554,M,3,159
6555,M,3,160
6559,M,3,161
6560,M,3,133
6564,M,4,158
6565,M,3,162
6572,M,3,162
6578,M,3,159
6580,M,4,162
6581,F,3,151
6582,M,3,160
6583,M,4,160
6584,M,3,158
6586,M,4,158
6587,F,3,158
6588,F,4,158
6590,M,3,158
6591,M,3,155
6593,F,4,162
6594,M,3,158
6595,M,4,162
6596,M,4,162
6597,M,3,162
6599,M,4,162
6601,M,3,162
6602,M,4,162
6603,M,3,159
6604,M,3,162
6605,M,3,162
6606,M,4,162
6607,M,3,162
6608,M,3,162
6609,F,4,160
6610,M,3,160
6611,M,4,160
6612,M,4,160
6613,F,3,160
6614,M,3,160
6615,M,3,153
6616,M,4,160
6617,M,4,160
6618,M,3,160
6619,F,4,160
6620,F,4,160
6621,M,3,160
6622,F,3,160
6624,M,3,160
6625,M,3,160
6627,M,3,141
6628,M,4,160
6629,M,4,160
6630,F,3,160
6632,M,3,138
6633,M,4,161
6676,M,3,160
6677,M,3,159
6678,M,3,161
6679,F,4,158
6688,F,3,155
6689,M,4,158
6690,M,4,158
6691,M,3,162
6692,M,4,162
6693,M,4,158
6694,M,3,160
6695,M,3,160
6696,M,4,160
6698,M,3,160
6699,M,4,160
6701,M,3,161
6702,M,3,162
6709,M,3,154
6710,M,3,159
6711,M,3,140
6713,M,4,162
6714,M,4,158
6715,M,3,160
6716,M,4,162
6717,M,3,162
6718,M,3,162
6719,M,3,160
6720,F,4,160
6721,M,4,160
6722,M,3,148
6723,M,2,147
6724,M,3,160
6725,M,4,160
6726,M,3,161
6727,M,4,161
6728,M,3,139
6731,M,3,162
6732,M,4,162
6733,M,3,162
6734,M,3,162
6735,M,3,162
6736,M,3,162
6737,M,3,162
6738,M,3,156
6740,M,3,153
6742,M,3,160
6744,M,3,161
6746,F,3,158
6747,M,4,158
6748,F,4,158
6749,M,3,157
6750,M,4,161
6752,M,3,161
6753,M,3,156
6754,M,3,131
6755,M,3,161
6757,M,4,158
6758,M,4,158
6759,F,4,158
6760,F,4,158
6761,M,4,158
6762,M,4,158
6763,M,4,158
6764,M,3,158
6792,M,4,162
6803,M,2,162
6805,M,4,162
6806,M,3,176
6808,M,3,153
6810,M,4,158
6812,M,4,158
6815,M,4,158
6816,M,4,162
6821,M,3,146
6830,M,4,158
6831,M,3,160
6832,M,3,162
6835,M,3,162
6837,F,3,149
6838,M,4,160
6843,M,3,162
6844,M,3,162
6845,M,3,162
6846,M,3,160
6847,M,4,160
6848,M,3,147
6849,M,3,160
6850,M,4,161
6851,M,4,161
6853,M,3,161
6854,M,3,161
6855,M,3,161
6856,F,3,161
6857,M,4,161
6858,M,4,158
6859,F,4,158
6860,F,3,158
6861,F,4,158
6862,M,4,161
6863,F,4,161
6864,M,3,161
6865,F,4,161
6866,M,3,161
6867,F,4,161
6868,M,3,154
6870,M,4,158
6871,M,4,158
6872,M,4,158
6873,M,3,147
6874,M,4,158
6875,M,3,158
6876,M,4,158
6877,M,4,158
6878,M,3,160
6879,M,3,136
6880,M,3,160
6881,M,3,160
6882,M,3,160
6883,F,3,160
6884,M,3,160
6885,M,3,160
6886,M,4,160
6887,M,3,131
6888,M,4,160
6889,M,4,160
6890,F,3,160
6891,M,3,159
6893,F,4,158
6903,M,3,160
6904,M,3,160
6905,M,3,160
6949,M,3,158
6952,M,3,156
6953,F,4,162
6954,M,3,160
6955,M,3,162
6962,M,4,158
6967,M,3,160
6968,M,3,162
6975,M,3,162
6980,M,3,188
6990,M,3,161
6991,M,4,158
6992,F,4,158
6993,M,3,158
6994,F,4,158
6995,F,4,158
6996,M,3,162
6997,F,3,162
6998,F,3,162
6999,M,3,160
7000,F,3,162
7001,M,3,162
7002,M,3,162
7003,F,3,162
7006,F,3,155
7007,M,3,159
7008,M,4,159
7009,M,4,159
7010,M,3,159
7011,M,3,159
7012,M,3,160
7013,M,4,160
7014,F,3,160
7015,F,3,157
7018,M,3,160
7020,M,3,159
7021,F,4,159
7022,M,3,159
7023,M,3,159
7024,M,4,159
7025,M,3,150
7026,F,4,159
7027,M,3,159
7028,M,3,159
7029,M,3,159
7030,M,3,160
7031,F,3,160
7033,F,4,160
7034,F,3,160
7035,M,3,160
7036,M,3,151
7040,M,2,134
7041,M,4,160
7046,M,3,162
7104,M,3,160
7105,M,4,161
7107,M,2,151
7108,M,4,158
7113,F,3,158
7115,F,3,159
